"At Least","But Less Than",S,MJ,MS,HoH
87800,87850,18052,14016,18481,16601
87850,87900,18066,14029,18495,16614
87900,87950,18080,14041,18509,16626
87950,88000,18094,14054,18523,16639
88000,88050,18108,14066,18537,16651
88050,88100,18122,14079,18551,16664
88100,88150,18136,14091,18565,16676
88150,88200,18150,14104,18579,16689
88200,88250,18164,14116,18593,16701
88250,88300,18178,14129,18607,16714
88300,88350,18192,14141,18621,16726
88350,88400,18206,14154,18635,16739
88400,88450,18220,14166,18649,16751
88450,88500,18234,14179,18663,16764
88500,88550,18248,14191,18677,16776
88550,88600,18262,14204,18691,16789
88600,88650,18276,14216,18705,16801
88650,88700,18290,14229,18719,16814
88700,88750,18304,14241,18733,16826
88750,88800,18318,14254,18747,16839
88800,88850,18332,14266,18761,16851
88850,88900,18346,14279,18775,16864
88900,88950,18360,14291,18789,16876
88950,89000,18374,14304,18803,16889
89000,89050,18388,14316,18817,16901
89050,89100,18402,14329,18831,16914
89100,89150,18416,14341,18845,16926
89150,89200,18430,14354,18859,16939
89200,89250,18444,14366,18873,16951
89250,89300,18458,14379,18887,16964
89300,89350,18472,14391,18901,16976
89350,89400,18486,14404,18915,16989
89400,89450,18500,14416,18929,17001
89450,89500,18514,14429,18943,17014
89500,89550,18528,14441,18957,17026
89550,89600,18542,14454,18971,17039
89600,89650,18556,14466,18985,17051
89650,89700,18570,14479,18999,17064
89700,89750,18584,14491,19013,17076
89750,89800,18598,14504,19027,17089
89800,89850,18612,14516,19041,17101
89850,89900,18626,14529,19055,17114
89900,89950,18640,14541,19069,17126
89950,90000,18654,14554,19083,17139
90000,90050,18668,14566,19097,17151
90050,90100,18682,14579,19111,17164
90100,90150,18696,14591,19125,17176
90150,90200,18710,14604,19139,17189
90200,90250,18724,14616,19153,17201
90250,90300,18738,14629,19167,17214
90300,90350,18752,14641,19181,17226
90350,90400,18766,14654,19195,17239
90400,90450,18780,14666,19209,17251
90450,90500,18794,14679,19223,17264
90500,90550,18808,14691,19237,17276
90550,90600,18822,14704,19251,17289
90600,90650,18836,14716,19265,17301
90650,90700,18850,14729,19279,17314
90700,90750,18864,14741,19293,17326
90750,90800,18878,14754,19307,17339
90800,90850,18892,14766,19321,17351
90850,90900,18906,14779,19335,17364
90900,90950,18920,14791,19349,17376
90950,91000,18934,14804,19363,17389
91000,91050,18948,14816,19377,17401
91050,91100,18962,14829,19391,17414
91100,91150,18976,14841,19405,17426
91150,91200,18990,14854,19419,17439
91200,91250,19004,14866,19433,17451
91250,91300,19018,14879,19447,17464
91300,91350,19032,14891,19461,17476
91350,91400,19046,14904,19475,17489
91400,91450,19060,14916,19489,17501
91450,91500,19074,14929,19503,17514
91500,91550,19088,14941,19517,17526
91550,91600,19102,14954,19531,17539
91600,91650,19116,14966,19545,17551
91650,91700,19130,14979,19559,17564
91700,91750,19144,14991,19573,17576
91750,91800,19158,15004,19587,17589
91800,91850,19172,15016,19601,17601
91850,91900,19186,15029,19615,17614
91900,91950,19200,15041,19629,17626
91950,92000,19214,15054,19643,17639
92000,92050,19228,15066,19657,17651
92050,92100,19242,15079,19671,17664
92100,92150,19256,15091,19685,17676
92150,92200,19270,15104,19699,17689
92200,92250,19284,15116,19713,17701
92250,92300,19298,15129,19727,17714
92300,92350,19312,15141,19741,17726
92350,92400,19326,15154,19755,17739
92400,92450,19340,15166,19769,17751
92450,92500,19354,15179,19783,17764
92500,92550,19368,15191,19797,17776
92550,92600,19382,15204,19811,17789
92600,92650,19396,15216,19825,17801
92650,92700,19410,15229,19839,17814
92700,92750,19424,15241,19853,17826
92750,92800,19438,15254,19867,17839
92800,92850,19452,15266,19881,17851
92850,92900,19466,15279,19895,17864
92900,92950,19480,15291,19909,17876
92950,93000,19494,15304,19923,17889
93000,93050,19508,15316,19937,17901
93050,93100,19522,15329,19951,17914
93100,93150,19536,15341,19965,17926
93150,93200,19550,15354,19979,17939
93200,93250,19564,15366,19993,17951
93250,93300,19578,15379,20007,17964
93300,93350,19592,15391,20021,17976
93350,93400,19606,15404,20035,17989
93400,93450,19620,15416,20049,18001
93450,93500,19634,15429,20063,18014
93500,93550,19648,15441,20077,18026
93550,93600,19662,15454,20091,18039
93600,93650,19676,15466,20105,18051
93650,93700,19690,15479,20119,18064
93700,93750,19704,15491,20133,18076
93750,93800,19718,15504,20147,18089
93800,93850,19732,15516,20161,18101
93850,93900,19746,15529,20175,18114
93900,93950,19760,15541,20189,18126
93950,94000,19774,15554,20203,18139
94000,94050,19788,15566,20217,18151
94050,94100,19802,15579,20231,18164
94100,94150,19816,15591,20245,18176
94150,94200,19830,15604,20259,18189
94200,94250,19844,15616,20273,18201
94250,94300,19858,15629,20287,18214
94300,94350,19872,15641,20301,18226
94350,94400,19886,15654,20315,18239
94400,94450,19900,15666,20329,18251
94450,94500,19914,15679,20343,18264
94500,94550,19928,15691,20357,18276
94550,94600,19942,15704,20371,18289
94600,94650,19956,15716,20385,18301
94650,94700,19970,15729,20399,18314
94700,94750,19984,15741,20413,18326
94750,94800,19998,15754,20427,18339
94800,94850,20012,15766,20441,18351
94850,94900,20026,15779,20455,18364
94900,94950,20040,15791,20469,18376
94950,95000,20054,15804,20483,18389
95000,95050,20068,15816,20497,18401
95050,95100,20082,15829,20511,18414
95100,95150,20096,15841,20525,18426
95150,95200,20110,15854,20539,18439
95200,95250,20124,15866,20553,18451
95250,95300,20138,15879,20567,18464
95300,95350,20152,15891,20581,18476
95350,95400,20166,15904,20595,18489
95400,95450,20180,15916,20609,18501
95450,95500,20194,15929,20623,18514
95500,95550,20208,15941,20637,18526
95550,95600,20222,15954,20651,18539
95600,95650,20236,15966,20665,18551
95650,95700,20250,15979,20679,18564
95700,95750,20264,15991,20693,18576
95750,95800,20278,16004,20707,18589
95800,95850,20292,16016,20721,18601
95850,95900,20306,16029,20735,18614
95900,95950,20320,16041,20749,18626
95950,96000,20334,16054,20763,18639
96000,96050,20348,16066,20777,18651
96050,96100,20362,16079,20791,18664
96100,96150,20376,16091,20805,18676
96150,96200,20390,16104,20819,18689
96200,96250,20404,16116,20833,18701
96250,96300,20418,16129,20847,18714
96300,96350,20432,16141,20861,18726
96350,96400,20446,16154,20875,18739
96400,96450,20460,16166,20889,18751
96450,96500,20474,16179,20903,18764
96500,96550,20488,16191,20917,18776
96550,96600,20502,16204,20931,18789
96600,96650,20516,16216,20945,18801
96650,96700,20530,16229,20959,18814
96700,96750,20544,16241,20973,18826
96750,96800,20558,16254,20987,18839
96800,96850,20572,16266,21001,18851
96850,96900,20586,16279,21015,18864
96900,96950,20600,16291,21029,18876
96950,97000,20614,16304,21043,18889
97000,97050,20628,16316,21057,18901
97050,97100,20642,16329,21071,18914
97100,97150,20656,16341,21085,18926
97150,97200,20670,16354,21099,18939
97200,97250,20684,16366,21113,18951
97250,97300,20698,16379,21127,18964
97300,97350,20712,16391,21141,18976
97350,97400,20726,16404,21155,18989
97400,97450,20740,16416,21169,19001
97450,97500,20754,16429,21183,19014
97500,97550,20768,16441,21197,19026
97550,97600,20782,16454,21211,19039
97600,97650,20796,16466,21225,19051
97650,97700,20810,16479,21239,19064
97700,97750,20824,16491,21253,19076
97750,97800,20838,16504,21267,19089
97800,97850,20852,16516,21281,19101
97850,97900,20866,16529,21295,19114
97900,97950,20880,16541,21309,19126
97950,98000,20894,16554,21323,19139
98000,98050,20908,16566,21337,19151
98050,98100,20922,16579,21351,19164
98100,98150,20936,16591,21365,19176
98150,98200,20950,16604,21379,19189
98200,98250,20964,16616,21393,19201
98250,98300,20978,16629,21407,19214
98300,98350,20992,16641,21421,19226
98350,98400,21006,16654,21435,19239
98400,98450,21020,16666,21449,19251
98450,98500,21034,16679,21463,19264
98500,98550,21048,16691,21477,19276
98550,98600,21062,16704,21491,19289
98600,98650,21076,16716,21505,19301
98650,98700,21090,16729,21519,19314
98700,98750,21104,16741,21533,19326
98750,98800,21118,16754,21547,19339
98800,98850,21132,16766,21561,19351
98850,98900,21146,16779,21575,19364
98900,98950,21160,16791,21589,19376
98950,99000,21174,16804,21603,19389
99000,99050,21188,16816,21617,19401
99050,99100,21202,16829,21631,19414
99100,99150,21216,16841,21645,19426
99150,99200,21230,16854,21659,19439
99200,99250,21244,16866,21673,19451
99250,99300,21258,16879,21687,19464
99300,99350,21272,16891,21701,19476
99350,99400,21286,16904,21715,19489
99400,99450,21300,16916,21729,19501
99450,99500,21314,16929,21743,19514
99500,99550,21328,16941,21757,19526
99550,99600,21342,16954,21771,19539
99600,99650,21356,16966,21785,19551
99650,99700,21370,16979,21799,19564
99700,99750,21384,16991,21813,19576
99750,99800,21398,17004,21827,19589
99800,99850,21412,17016,21841,19601
99850,99900,21426,17029,21855,19614
99900,99950,21440,17041,21869,19626
99950,100000,21454,17054,21883,19639
